Id,Price
1109,0
5304,0
7077,0
2199,0
5205,0
3243,0
9200,0
9729,0
9271,0
1391,0
8475,0
3384,0
4996,0
2387,0
3616,0
9884,0
1285,0
6097,0
3953,0
4596,0
9588,0
9832,0
5794,0
8951,0
9191,0
2431,0
9673,0
5139,0
8132,0
3350,0
52,0
4515,0
5279,0
4885,0
5219,0
9663,0
9155,0
97,0
5752,0
8303,0
1436,0
7055,0
5451,0
7895,0
6241,0
4729,0
2034,0
8500,0
900,0
4917,0
6318,0
3606,0
8441,0
4316,0
8708,0
2714,0
2329,0
9187,0
2792,0
3746,0
1199,0
1312,0
5972,0
4541,0
4064,0
9710,0
3817,0
2547,0
2193,0
3033,0
4267,0
4160,0
7861,0
3060,0
7134,0
5292,0
7848,0
5795,0
9005,0
1195,0
608,0
680,0
5486,0
8750,0
623,0
9439,0
6113,0
4523,0
2689,0
9778,0
2912,0
9243,0
9549,0
2655,0
9183,0
8065,0
9998,0
4286,0
3772,0
6954,0
181,0
3538,0
6369,0
8893,0
7028,0
173,0
5883,0
3474,0
4105,0
4125,0
2092,0
2831,0
1924,0
4893,0
9194,0
2451,0
7924,0
3299,0
3613,0
3906,0
8536,0
2539,0
7483,0
3183,0
9415,0
3675,0
4045,0
6239,0
2778,0
2736,0
7475,0
7413,0
4179,0
6348,0
8016,0
5619,0
2838,0
641,0
2321,0
7425,0
1209,0
2573,0
2368,0
2893,0
2806,0
2282,0
7489,0
2920,0
8079,0
9741,0
6311,0
6273,0
3747,0
9882,0
9539,0
8504,0
670,0
1458,0
8393,0
2562,0
5081,0
2953,0
3475,0
2700,0
4342,0
6918,0
2417,0
6093,0
2260,0
1268,0
6026,0
8420,0
831,0
9390,0
5287,0
7250,0
6505,0
2955,0
8591,0
5622,0
5192,0
2476,0
9185,0
2916,0
7007,0
7228,0
5048,0
672,0
3019,0
856,0
3405,0
335,0
6661,0
8189,0
1055,0
9573,0
2143,0
7926,0
6904,0
6842,0
7133,0
6680,0
1041,0
3015,0
6547,0
3610,0
15,0
1110,0
7219,0
4761,0
3361,0
7516,0
3016,0
2948,0
6787,0
8806,0
4425,0
6812,0
9176,0
2785,0
4532,0
3399,0
3433,0
8035,0
7858,0
6427,0
5816,0
2549,0
8791,0
4135,0
7341,0
3505,0
7868,0
1154,0
8390,0
8705,0
7376,0
4501,0
8309,0
7527,0
4898,0
2657,0
4266,0
5437,0
7096,0
7991,0
5644,0
6013,0
4070,0
3022,0
1915,0
8748,0
39,0
8165,0
6199,0
7032,0
8018,0
63,0
8543,0
5128,0
7943,0
890,0
1545,0
2352,0
6643,0
804,0
3267,0
6668,0
7251,0
4546,0
5690,0
7092,0
2799,0
5117,0
9711,0
179,0
5941,0
2979,0
6933,0
3607,0
8969,0
9448,0
5775,0
3027,0
3269,0
3999,0
9947,0
5419,0
9325,0
5568,0
6853,0
2345,0
9354,0
7820,0
6642,0
940,0
9586,0
2856,0
1113,0
6580,0
685,0
9892,0
7630,0
5856,0
5191,0
4702,0
9402,0
1066,0
6420,0
9580,0
5306,0
830,0
6801,0
8134,0
8266,0
3549,0
911,0
540,0
3654,0
9478,0
9853,0
8238,0
8478,0
5548,0
1354,0
5698,0
9146,0
1996,0
2551,0
7467,0
7404,0
3894,0
8143,0
247,0
7838,0
5116,0
8598,0
396,0
8364,0
3649,0
2237,0
1989,0
8571,0
9653,0
6658,0
2981,0
3435,0
9062,0
9558,0
4228,0
7074,0
939,0
5817,0
2777,0
8048,0
1711,0
2687,0
3976,0
449,0
2759,0
3436,0
2301,0
1373,0
2037,0
2705,0
7657,0
8739,0
2731,0
779,0
9963,0
8227,0
7541,0
6235,0
4339,0
1591,0
3923,0
3809,0
2443,0
1126,0
6698,0
951,0
4641,0
6757,0
5311,0
1473,0
2124,0
7167,0
2134,0
6330,0
1440,0
6339,0
2359,0
5106,0
539,0
683,0
9273,0
9809,0
9902,0
924,0
6496,0
7593,0
1219,0
9690,0
575,0
4929,0
1375,0
2044,0
8797,0
4098,0
1789,0
7071,0
4430,0
8450,0
3916,0
1242,0
5588,0
8337,0
9069,0
2054,0
5017,0
6589,0
9068,0
7365,0
8357,0
541,0
799,0
678,0
1494,0
7613,0
4201,0
3311,0
6798,0
3527,0
5240,0
4459,0
1170,0
8970,0
2830,0
3877,0
6596,0
2217,0
1675,0
9442,0
1830,0
6676,0
2896,0
4071,0
750,0
5379,0
6150,0
8218,0
2519,0
2755,0
5768,0
8214,0
7811,0
7129,0
7337,0
2039,0
8657,0
3708,0
3739,0
8808,0
7336,0
5430,0
5560,0
8688,0
529,0
9982,0
5335,0
4619,0
3854,0
1100,0
4772,0
5547,0
6907,0
8272,0
9429,0
9289,0
8737,0
340,0
312,0
5727,0
